,~id,~label,address:string,parent:string,children:list
0,eth:0x3c22eb10602878e23507037bf565f33c5018806a,EOA,0x3c22eb10602878e23507037bf565f33c5018806a,,['0x48c87cdacb6bb6bf6e5cd85d8ee5c847084c7410']
