,~id,~label,address:string,parent:string,children:list
0,eth:0xe5a2da034210dec8208b800dd2b788c20d521562,EOA,0xe5a2da034210dec8208b800dd2b788c20d521562,,['0x3e1ec5b84d0b3013c9aec6fd3b8aee0cd30ace01']
