,~id,~label,address:string,parent:string,children:list
0,eth:0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,EOA,0x4f26ffbe5f04ed43630fdc30a87638d53d0b0876,,"['0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', '0xc778417e063141139fce010982780140aa0cd5ab', '0xa71a6c19f38cd9de95ac9c96dd949a5623905627', '0x362b56f1c85862365709162ffdc7b72eb09dfce6', '0xf88cbc83716e852d8125b8ca0c522a1669c08ff4', '0x5b49976ea0ccbb38362f634922e571cd4d5c76c8', '0x56de9e98b9e61dcda45ae69611299d22c1fa51a0', '0xf68393d5d42c04bc92e6bb00a6141615008fbf14', '0x2c6f750aac54239af9af6b85a3049f6ca535b507', '0x3ad977780f0ecd41bd564898ffd46418d198f8a1', '0x84f162e108238b3b3029ab106e4bab0635cbf197', '0x411ea383b0e5936ce667f51772c82ee37e9e93b9', '0x15f73a951d029a29fb6729bbf5600ac1646f5605', '0x9fcb310dbbe5667f0fe7b0ea0947f365a335be6a', '0x0d126cd55c7a0e7c1340c5d185a8f0d254c00c60', '0x20bdda5f938b3b7661776e158e5b91457d9a55b7']"
1,eth:0x20e12a9a5c738e265ec81d6f2a8e77785b6aa8b8,EOA,0x20e12a9a5c738e265ec81d6f2a8e77785b6aa8b8,,['0xaaee1a9723aadb7afa2810263653a34ba2c21c7a']
