,~id,~label,address:string,parent:string,children:list
0,eth:0x946e9c780f3c79d80e51e68d259d0d7e794f2124,EOA,0x946e9c780f3c79d80e51e68d259d0d7e794f2124,,['0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad']
