,~id,~label,address:string,parent:string,children:list
0,eth:0x3fab184622dc19b6109349b94811493bf2a45362,EOA,0x3fab184622dc19b6109349b94811493bf2a45362,,['0x4e59b44847b379578588920ca78fbf26c0b4956c']
1,eth:0x00002d30016ce16c4612f476195b2f0d796b5944,EOA,0x00002d30016ce16c4612f476195b2f0d796b5944,0x4e59b44847b379578588920ca78fbf26c0b4956c,[]
